point,temps_s,stable,montee_charge,critique,batterie_faible,nominal
3583,7166,5,42,90,15,10
3584,7168,5,42,90,14,10
3585,7170,6,40,90,12,8
3586,7172,6,40,92,12,13
3587,7174,5,40,95,9,12
3588,7176,5,40,93,8,11
3589,7178,5,41,91,7,9
3590,7180,4,41,90,7,13
3591,7182,5,42,92,10,14
3592,7184,5,42,91,11,13
3593,7186,4,41,90,16,12
3594,7188,4,40,90,14,11
3595,7190,4,40,90,12,10
3596,7192,4,40,90,10,8
3597,7194,4,40,90,10,8
3598,7196,3,39,90,20,7
3599,7198,3,40,90,17,7
3600,7200,4,42,90,17,10
3601,7202,4,41,90,14,10
3602,7204,4,41,90,13,9
3603,7206,4,40,90,11,19
3604,7208,4,42,90,9,15
3605,7210,4,41,90,9,14
3606,7212,3,41,90,8,17
3607,7214,4,41,90,7,19
3608,7216,3,41,90,6,30
3609,7218,4,42,98,8,29
3610,7220,4,42,96,6,24
3611,7222,4,42,93,6,19
3612,7224,6,41,91,6,17
3613,7226,5,40,91,7,15
3614,7228,5,40,91,6,14
3615,7230,4,48,90,6,12
3616,7232,4,46,90,6,12
3617,7234,4,45,91,5,11
3618,7236,4,46,94,8,13
3619,7238,6,45,95,8,12
3620,7240,6,43,94,7,9
3621,7242,6,42,93,10,8
3622,7244,5,42,100,8,15
3623,7246,4,41,100,8,14
3624,7248,4,46,97,8,12
3625,7250,3,44,95,7,10
3626,7252,4,44,93,6,9
3627,7254,5,44,94,9,11
3628,7256,5,44,92,19,10
3629,7258,4,43,90,18,9
3630,7260,4,42,95,15,8
3631,7262,4,41,100,13,8
3632,7264,4,41,98,11,7
3633,7266,4,41,97,10,7
3634,7268,4,43,94,8,6
3635,7270,3,43,92,17,5
3636,7272,4,44,94,17,8
3637,7274,3,43,93,15,8
3638,7276,8,42,91,27,7
3639,7278,7,42,90,23,7
3640,7280,6,41,90,19,6
3641,7282,6,41,90,17,6
3642,7284,5,41,90,15,5
3643,7286,5,42,90,13,5
3644,7288,5,42,90,11,6
3645,7290,5,44,90,12,9
3646,7292,5,44,90,11,9
3647,7294,5,42,90,10,9
3648,7296,4,42,90,10,8
3649,7298,4,42,90,22,15
3650,7300,4,41,90,19,12
3651,7302,3,40,90,17,11
3652,7304,3,40,90,15,9
3653,7306,3,40,90,13,8
3654,7308,4,42,90,15,11
3655,7310,4,46,90,13,10
3656,7312,4,45,90,11,9
3657,7314,4,45,90,9,7
3658,7316,5,44,90,8,6
3659,7318,4,52,90,8,6
3660,7320,4,49,90,8,5
3661,7322,4,47,90,8,5
3662,7324,4,46,90,8,5
3663,7326,4,47,90,17,7
3664,7328,4,45,90,14,6
3665,7330,4,44,90,12,6
3666,7332,5,43,90,11,5
3667,7334,4,43,90,10,19
3668,7336,4,42,90,9,16
3669,7338,4,43,90,9,14
3670,7340,4,42,90,8,12
3671,7342,4,41,90,8,10
3672,7344,4,49,90,9,12
3673,7346,4,47,90,8,9
3674,7348,4,46,90,8,8
3675,7350,4,46,90,20,7
3676,7352,8,44,90,20,7
3677,7354,7,44,90,17,6
3678,7356,6,48,90,14,5
3679,7358,5,47,90,13,5
3680,7360,5,46,90,11,5
3681,7362,10,46,90,19,11
3682,7364,8,44,90,17,10
3683,7366,7,43,94,15,8
3684,7368,7,42,91,14,8
3685,7370,6,41,91,12,8
3686,7372,6,41,91,10,8
3687,7374,7,41,96,9,8
3688,7376,9,44,95,9,6
3689,7378,8,44,94,9,6
3690,7380,8,44,94,12,9
3691,7382,7,44,92,10,9
3692,7384,6,43,91,9,9
3693,7386,6,42,90,8,7
3694,7388,6,42,90,21,6
3695,7390,5,41,90,18,5
3696,7392,6,48,90,15,6
3697,7394,5,46,90,13,5
3698,7396,5,45,90,11,4
3699,7398,5,45,91,26,7
3700,7400,5,44,90,22,7
3701,7402,5,44,90,18,7
3702,7404,4,43,90,15,7
3703,7406,4,43,90,14,7
3704,7408,4,42,90,12,6
3705,7410,3,42,90,11,5
3706,7412,4,42,90,9,4
3707,7414,4,41,90,10,5
3708,7416,4,43,96,12,19
3709,7418,4,43,93,12,17
3710,7420,4,42,92,10,26
3711,7422,3,41,90,9,22
3712,7424,3,41,95,8,17
3713,7426,3,41,93,7,15
3714,7428,3,42,11,11,13
3715,7430,3,43,10,10,12
3716,7432,3,43,9,9,10
3717,7434,4,44,11,11,11
3718,7436,4,44,10,10,9
3719,7438,3,44,11,7,8
3720,7440,3,43,8,7,7
3721,7442,3,42,7,7,6
3722,7444,3,42,7,6,6
3723,7446,3,42,6,6,5
3724,7448,7,41,7,7,5
3725,7450,6,41,6,7,5
3726,7452,7,43,9,18,8
3727,7454,7,44,9,17,7
3728,7456,6,43,8,15,7
3729,7458,5,42,7,12,7
3730,7460,5,42,7,11,7
3731,7462,8,43,6,10,6
3732,7464,7,43,6,12,6
3733,7466,6,42,6,10,6
3734,7468,6,45,6,9,7
3735,7470,7,46,16,10,9
3736,7472,6,46,14,10,9
3737,7474,6,45,13,8,8
3738,7476,5,44,21,9,7
3739,7478,4,43,17,8,7
3740,7480,4,43,14,8,8
3741,7482,3,43,13,16,7
3742,7484,3,42,10,14,6
3743,7486,3,42,8,12,6
3744,7488,4,43,10,13,9
3745,7490,4,42,9,11,8
3746,7492,3,42,9,11,13
3747,7494,3,42,9,10,12
3748,7496,3,41,8,9,11
3749,7498,3,42,6,9,9
3750,7500,3,42,6,9,8
3751,7502,3,42,5,8,7
3752,7504,3,41,4,7,7
3753,7506,4,43,7,9,10
3754,7508,4,43,7,9,17
3755,7510,3,42,6,8,15
3756,7512,4,42,7,8,24
3757,7514,4,42,6,15,20
3758,7516,3,43,5,14,19
3759,7518,6,51,5,13,16
3760,7520,5,48,5,11,15
3761,7522,5,47,5,10,16
3762,7524,5,47,8,12,17
3763,7526,5,46,7,10,15
3764,7528,4,45,5,9,14
3765,7530,4,44,5,8,12
3766,7532,6,48,5,7,11
3767,7534,6,46,4,7,14
3768,7536,5,45,3,6,14
3769,7538,8,44,3,6,12
3770,7540,7,43,5,6,11
3771,7542,7,45,8,9,21
3772,7544,6,44,7,8,18
3773,7546,10,43,6,7,16
3774,7548,9,43,6,8,14
3775,7550,7,43,6,7,12
3776,7552,6,43,6,7,11
3777,7554,5,43,6,6,10
3778,7556,5,42,6,6,9
3779,7558,5,43,9,5,8
3780,7560,5,45,12,8,10
3781,7562,4,44,11,7,10
3782,7564,4,43,18,6,10
3783,7566,4,43,16,6,10
3784,7568,4,43,25,6,9
3785,7570,4,44,21,6,8
3786,7572,5,43,18,6,8
3787,7574,4,42,15,7,7
3788,7576,4,42,12,6,6
3789,7578,4,43,14,9,9
3790,7580,4,43,14,8,8
3791,7582,4,44,11,7,8
3792,7584,3,44,9,16,7
3793,7586,3,43,8,13,7
3794,7588,3,43,8,11,7
3795,7590,3,42,15,8,6
3796,7592,3,42,12,8,6
3797,7594,3,42,10,6,5
3798,7596,4,44,20,9,9
3799,7598,4,44,17,10,8
3800,7600,4,44,15,9,8
3801,7602,3,43,12,8,8
3802,7604,3,43,11,7,6
3803,7606,3,42,10,7,6
3804,7608,3,42,10,7,5
3805,7610,3,41,8,6,6
3806,7612,3,41,8,6,6
3807,7614,4,44,10,9,8
3808,7616,3,43,8,8,7
3809,7618,6,43,17,6,6
3810,7620,6,44,16,6,7
3811,7622,5,43,13,5,6
3812,7624,4,43,13,5,6
3813,7626,4,43,11,5,5
3814,7628,4,42,10,6,6
3815,7630,4,42,9,5,6
3816,7632,6,43,11,8,9
3817,7634,5,43,9,8,8
3818,7636,5,43,8,8,7
3819,7638,4,42,7,12,6
3820,7640,5,42,7,12,7
3821,7642,4,42,6,12,6
3822,7644,4,42,6,10,5
3823,7646,4,42,5,10,4
3824,7648,3,42,5,9,4
3825,7650,4,44,7,11,8
3826,7652,4,43,7,10,7
3827,7654,4,42,8,8,6
3828,7656,3,42,8,7,6
3829,7658,3,41,7,6,6
3830,7660,3,42,7,5,6
3831,7662,3,42,6,6,5
3832,7664,3,42,5,6,5
3833,7666,3,41,5,6,5
3834,7668,4,42,8,9,7
3835,7670,4,43,8,9,6
3836,7672,4,42,8,9,6
3837,7674,5,42,9,8,6
3838,7676,4,41,8,7,6
3839,7678,4,41,7,7,6
3840,7680,4,41,7,6,5
3841,7682,4,42,6,6,6
3842,7684,3,41,6,11,6
3843,7686,4,43,8,11,9
3844,7688,4,43,8,10,9
3845,7690,4,43,7,13,8
3846,7692,4,43,7,12,10
3847,7694,4,47,6,11,12
3848,7696,3,46,5,10,11
3849,7698,3,45,6,8,10
3850,7700,3,44,6,17,8
3851,7702,3,45,6,25,8
3852,7704,4,46,9,24,11
3853,7706,3,45,20,21,9
3854,7708,4,52,29,18,8
3855,7710,3,50,25,15,8
3856,7712,4,48,22,13,8
3857,7714,3,47,18,12,8
3858,7716,5,46,29,10,15
3859,7718,5,45,25,10,12
3860,7720,5,45,21,9,24
3861,7722,8,47,21,13,23
3862,7724,7,46,19,12,20
3863,7726,6,45,17,10,17
3864,7728,6,44,15,9,15
3865,7730,5,44,13,8,14
3866,7732,5,44,11,7,12
3867,7734,4,44,22,6,10
3868,7736,4,44,19,6,9
3869,7738,3,43,16,6,8
3870,7740,4,44,17,8,10
3871,7742,4,44,14,6,16
3872,7744,4,44,12,6,14
3873,7746,4,44,10,6,12
3874,7748,4,43,9,6,12
3875,7750,4,43,8,6,22
3876,7752,3,43,7,6,19
3877,7754,4,43,6,4,28
3878,7756,3,44,5,3,24
3879,7758,4,51,8,7,23
3880,7760,4,49,7,7,20
3881,7762,3,48,6,5,16
3882,7764,4,46,6,12,14
3883,7766,3,46,8,10,12
3884,7768,3,45,7,9,11
3885,7770,3,44,7,7,9
3886,7772,3,43,6,7,10
3887,7774,3,43,5,7,9
3888,7776,4,45,21,9,11
3889,7778,4,44,18,7,9
3890,7780,4,44,15,6,9
3891,7782,4,43,12,6,7
3892,7784,4,43,12,6,8
3893,7786,3,43,10,6,10
3894,7788,3,44,10,6,10
3895,7790,3,46,21,8,9
3896,7792,3,45,31,7,8
3897,7794,3,46,29,10,10
3898,7796,3,45,24,8,9
3899,7798,4,44,19,7,8
3900,7800,4,44,16,6,8
3901,7802,4,44,16,6,7
3902,7804,4,46,13,13,7
3903,7806,6,54,12,11,7
3904,7808,5,52,10,10,6
3905,7810,5,50,8,10,6
3906,7812,5,53,11,14,9
3907,7814,5,51,9,12,8
3908,7816,4,49,9,10,9
3909,7818,4,47,20,8,9
3910,7820,6,46,15,9,8
3911,7822,6,45,14,9,8
3912,7824,5,50,11,8,7
3913,7826,5,49,11,6,6
3914,7828,4,48,10,12,6
3915,7830,5,48,11,13,8
3916,7832,4,48,9,13,7
3917,7834,4,47,8,22,8
3918,7836,4,46,8,19,7
3919,7838,3,45,7,20,6
3920,7840,3,44,19,18,6
3921,7842,3,46,16,16,6
3922,7844,3,45,14,14,6
3923,7846,3,45,13,13,7
3924,7848,4,46,14,14,9
3925,7850,4,45,12,12,9
3926,7852,4,44,10,12,7
3927,7854,3,44,8,10,7
3928,7856,4,44,6,10,5
3929,7858,3,43,5,9,5
3930,7860,3,43,5,8,5
3931,7862,3,43,5,7,5
3932,7864,6,43,5,6,5
3933,7866,6,44,7,9,7
3934,7868,5,43,19,8,7
3935,7870,5,43,17,7,6
3936,7872,4,43,14,5,6
3937,7874,8,42,16,5,6
3938,7876,7,42,14,5,6
3939,7878,6,51,12,5,6
3940,7880,6,50,11,5,5
3941,7882,6,48,10,14,5
3942,7884,9,49,13,16,7
3943,7886,8,50,12,14,6
3944,7888,7,51,10,13,9
3945,7890,6,50,10,11,7
3946,7892,5,48,23,12,8
3947,7894,5,48,19,10,20
3948,7896,4,47,16,9,17
3949,7898,4,48,15,12,15
3950,7900,4,47,13,11,13
3951,7902,5,47,16,13,15
3952,7904,5,47,13,11,13
3953,7906,5,46,12,10,12
3954,7908,4,46,10,9,10
3955,7910,4,46,8,8,12
3956,7912,4,45,7,8,12
3957,7914,3,45,7,8,10
3958,7916,3,44,5,6,10
3959,7918,3,44,6,6,9
3960,7920,4,45,9,9,9
3961,7922,4,44,9,7,21
3962,7924,4,44,8,7,19
3963,7926,4,44,15,9,16
3964,7928,8,45,13,8,14
3965,7930,7,44,10,6,13
3966,7932,6,45,9,18,11
3967,7934,5,44,9,25,9
3968,7936,5,44,9,22,9
3969,7938,6,46,11,22,10
3970,7940,5,45,10,18,8
3971,7942,4,45,9,15,21
3972,7944,4,47,8,13,19
3973,7946,4,49,7,13,15
3974,7948,4,48,7,10,13
3975,7950,3,47,7,10,11
3976,7952,3,46,7,9,9
3977,7954,3,45,7,8,18
3978,7956,4,46,16,11,19
3979,7958,3,46,14,10,16
3980,7960,3,45,24,9,13
3981,7962,3,45,20,13,10
3982,7964,3,45,17,11,9
3983,7966,3,44,14,17,8
3984,7968,3,44,12,22,14
3985,7970,3,44,10,19,12
3986,7972,3,47,9,17,10
3987,7974,4,47,10,17,12
3988,7976,3,46,9,16,11
3989,7978,3,46,8,15,10
3990,7980,3,45,8,13,9
3991,7982,3,45,7,11,8
3992,7984,3,45,7,10,21
3993,7986,3,44,6,10,18
3994,7988,3,44,5,9,17
3995,7990,3,44,6,8,15
3996,7992,4,45,8,11,16
3997,7994,4,45,9,9,14
3998,7996,4,45,13,8,11
3999,7998,3,45,11,8,10
4000,8000,3,45,10,6,8
4001,8002,4,45,10,6,13
4002,8004,3,45,9,6,13
4003,8006,3,45,10,6,11
4004,8008,4,45,9,5,9
4005,8010,4,46,12,8,24
4006,8012,4,45,10,8,21
4007,8014,4,45,10,8,18
4008,8016,4,45,8,8,15
4009,8018,4,45,7,7,13
4010,8020,4,53,6,6,11
4011,8022,4,51,6,5,11
4012,8024,4,50,6,5,22
4013,8026,3,49,6,4,19
4014,8028,4,50,9,6,19
4015,8030,4,48,8,6,16
4016,8032,4,47,7,7,14
4017,8034,3,46,8,8,12
4018,8036,3,45,7,8,11
4019,8038,3,45,6,7,21
4020,8040,3,45,4,7,18
4021,8042,3,45,8,7,18
4022,8044,3,44,7,6,15
4023,8046,4,45,9,14,16
4024,8048,4,45,9,13,13
4025,8050,4,45,8,12,12
4026,8052,4,44,8,10,10
4027,8054,4,44,7,8,8
4028,8056,4,44,5,7,7
4029,8058,3,44,17,7,7
4030,8060,8,44,14,7,7
4031,8062,7,44,12,7,6
4032,8064,7,46,13,9,9
4033,8066,6,45,10,8,8
4034,8068,6,46,9,7,6
4035,8070,6,46,7,7,5
4036,8072,6,45,9,7,4
4037,8074,5,45,8,7,15
4038,8076,4,45,7,7,13
4039,8078,4,45,7,6,11
4040,8080,4,45,8,6,10
4041,8082,5,46,11,9,11
4042,8084,6,48,11,7,9
4043,8086,5,48,9,6,10
4044,8088,5,47,11,16,9
4045,8090,4,46,9,13,8
4046,8092,4,46,7,11,7
4047,8094,4,45,8,9,6
4048,8096,4,50,7,8,6
4049,8098,4,49,7,8,7
4050,8100,5,50,9,10,9
4051,8102,4,49,8,7,9
4052,8104,4,48,7,6,8
4053,8106,9,48,7,5,8
4054,8108,8,47,6,5,9
4055,8110,7,47,6,8,7
4056,8112,6,50,5,8,6
4057,8114,5,49,6,7,6
4058,8116,5,54,7,8,5
4059,8118,5,54,10,11,19
4060,8120,5,52,8,10,17
4061,8122,6,51,8,14,16
4062,8124,6,49,8,13,13
4063,8126,5,49,9,11,10
4064,8128,5,48,8,11,10
4065,8130,5,47,7,19,8
4066,8132,5,47,5,16,7
4067,8134,6,46,17,14,7
4068,8136,7,47,17,15,10
4069,8138,6,46,16,14,10
4070,8140,6,45,14,12,10
4071,8142,5,46,12,25,10
4072,8144,5,45,9,20,9
4073,8146,5,45,21,18,9
4074,8148,4,44,16,16,8
4075,8150,4,44,14,13,8
4076,8152,4,44,12,11,7
4077,8154,5,46,13,14,19
4078,8156,4,47,15,13,16
4079,8158,4,46,13,11,16
4080,8160,4,54,12,10,15
4081,8162,4,52,11,9,12
4082,8164,4,51,10,8,10
4083,8166,3,49,9,7,10
4084,8168,5,48,8,6,8
4085,8170,4,48,10,6,8
4086,8172,5,49,11,12,11
4087,8174,5,50,9,9,10
4088,8176,5,49,9,8,9
4089,8178,4,48,8,8,8
4090,8180,9,47,8,6,7
4091,8182,8,47,7,6,7
4092,8184,7,47,6,6,7
4093,8186,6,46,6,6,7
4094,8188,5,46,6,16,6
4095,8190,6,49,9,17,22
4096,8192,6,48,8,29,18
4097,8194,5,47,8,24,15
4098,8196,5,46,7,21,15
4099,8198,4,46,7,21,13
4100,8200,4,45,6,17,11
4101,8202,4,46,6,15,10
4102,8204,4,49,6,14,8
4103,8206,3,49,6,11,7
4104,8208,5,50,9,13,10
4105,8210,4,50,8,11,9
4106,8212,4,49,8,10,9
4107,8214,3,48,8,9,8
4108,8216,3,47,7,9,20
4109,8218,3,49,5,8,18
4110,8220,3,48,5,7,16
4111,8222,3,48,5,6,13
4112,8224,3,47,5,10,13
4113,8226,4,48,8,12,13
4114,8228,3,47,7,10,11
4115,8230,5,46,8,10,10
4116,8232,5,49,8,8,8
4117,8234,4,52,8,13,8
4118,8236,4,54,8,11,7
4119,8238,8,52,7,11,7
4120,8240,10,51,6,9,7
4121,8242,8,49,5,7,6
4122,8244,8,50,9,9,9
4123,8246,7,57,9,8,8
4124,8248,6,55,7,7,8
4125,8250,5,53,6,7,15
4126,8252,5,51,6,6,13
4127,8254,4,50,7,7,11
4128,8256,4,49,7,6,10
4129,8258,4,49,6,7,10
4130,8260,4,49,6,6,9
4131,8262,5,50,22,9,11
4132,8264,5,49,18,10,10
4133,8266,4,48,15,9,9
4134,8268,4,47,12,8,8
4135,8270,4,47,14,8,7
4136,8272,3,46,12,8,6
4137,8274,4,45,11,7,6
4138,8276,3,45,9,12,19
4139,8278,3,45,7,11,15
4140,8280,4,48,9,14,16
4141,8282,5,48,9,11,14
4142,8284,4,54,7,9,12
4143,8286,7,52,6,7,10
4144,8288,6,50,6,8,8
4145,8290,6,49,6,7,8
4146,8292,5,48,6,6,7
4147,8294,5,47,7,6,6
4148,8296,4,47,7,6,5
4149,8298,5,48,10,8,7
4150,8300,4,48,8,7,6
4151,8302,4,47,8,9,6
4152,8304,4,46,8,9,6
4153,8306,4,46,7,8,6
4154,8308,3,46,7,7,5
4155,8310,3,45,5,6,4
4156,8312,3,46,18,9,4
4157,8314,3,45,16,9,4
4158,8316,6,47,16,11,7
4159,8318,5,46,14,9,7
4160,8320,5,45,13,8,7
4161,8322,4,45,11,7,7
4162,8324,3,44,9,6,5
4163,8326,3,45,8,5,5
4164,8328,3,45,6,5,4
4165,8330,3,45,19,5,4
4166,8332,3,45,17,10,6
4167,8334,4,47,16,12,8
4168,8336,4,46,14,10,8
4169,8338,3,46,13,14,7
4170,8340,4,46,12,16,6
4171,8342,4,46,9,13,6
4172,8344,4,45,8,12,6
4173,8346,4,45,8,10,5
4174,8348,3,45,9,9,5
4175,8350,3,45,9,8,6
4176,8352,4,46,11,10,9
4177,8354,4,46,9,9,7
4178,8356,3,50,10,12,5
4179,8358,3,49,10,11,5
4180,8360,6,48,8,9,5
4181,8362,5,53,7,8,5
4182,8364,8,52,6,7,6
4183,8366,7,51,6,7,5
4184,8368,6,49,4,6,5
4185,8370,6,50,7,8,7
4186,8372,6,48,6,21,8
4187,8374,5,50,5,17,7
4188,8376,5,49,5,15,7
4189,8378,4,49,4,13,20
4190,8380,4,50,13,12,16
4191,8382,4,50,11,10,16
4192,8384,3,49,10,10,14
4193,8386,3,48,9,9,25
4194,8388,4,49,12,10,26
4195,8390,7,49,11,8,22
4196,8392,6,48,12,8,18
4197,8394,5,47,11,8,16
4198,8396,4,47,9,6,14
4199,8398,4,47,8,7,11
4200,8400,5,54,6,12,23
4201,8402,4,52,7,10,21
4202,8404,4,51,7,9,17
4203,8406,5,52,9,12,17
4204,8408,5,51,7,10,15
4205,8410,5,50,7,9,14
4206,8412,4,49,14,8,12
4207,8414,4,48,12,9,10
4208,8416,5,48,11,8,9
4209,8418,5,47,10,7,7
4210,8420,6,47,9,7,7
4211,8422,6,55,10,6,6
4212,8424,6,54,10,9,9
4213,8426,6,53,10,8,8
4214,8428,5,51,9,16,7
4215,8430,5,50,8,13,7
4216,8432,4,48,7,11,7
4217,8434,9,48,6,10,7
4218,8436,7,48,9,8,6
4219,8438,6,47,8,6,6
4220,8440,6,46,7,6,5
4221,8442,6,48,10,7,7
4222,8444,6,48,9,9,7
4223,8446,6,47,7,9,6
4224,8448,5,48,11,7,6
4225,8450,5,47,9,7,6
4226,8452,5,46,11,6,5
4227,8454,6,46,9,5,6
4228,8456,5,46,8,4,5
4229,8458,5,48,8,3,4
4230,8460,6,49,9,7,7
4231,8462,5,56,8,7,8
4232,8464,4,54,8,6,7
4233,8466,4,52,7,5,7
4234,8468,4,50,7,4,8
4235,8470,4,49,7,4,11
4236,8472,3,48,6,8,10
4237,8474,3,48,6,12,9
4238,8476,3,50,6,11,8
4239,8478,4,51,21,13,10
4240,8480,4,50,18,14,8
4241,8482,8,49,16,11,8
4242,8484,7,49,13,9,7
4243,8486,6,48,11,7,8
4244,8488,6,48,10,7,8
4245,8490,5,56,9,7,9
4246,8492,5,53,8,6,8
4247,8494,5,52,8,6,8
4248,8496,5,53,10,9,11
4249,8498,5,52,9,14,9
4250,8500,4,50,13,11,10
4251,8502,4,50,12,15,8
4252,8504,3,50,11,13,8
4253,8506,3,50,10,12,7
4254,8508,3,49,9,11,6
4255,8510,3,48,8,11,6
4256,8512,3,48,8,12,6
4257,8514,5,50,10,13,15
4258,8516,5,48,8,11,12
4259,8518,4,48,7,8,11
4260,8520,4,48,9,7,15
4261,8522,4,47,8,6,13
4262,8524,4,47,8,6,12
4263,8526,3,47,7,7,11
4264,8528,5,46,7,6,10
4265,8530,4,54,7,4,10
4266,8532,5,54,12,7,12
4267,8534,5,52,11,6,10
4268,8536,4,51,10,6,9
4269,8538,4,50,9,5,8
4270,8540,4,50,9,6,8
4271,8542,4,57,8,6,13
4272,8544,3,55,7,5,12
4273,8546,3,53,6,5,10
4274,8548,3,52,7,5,10
4275,8550,4,52,9,8,12
4276,8552,3,52,8,8,11
4277,8554,3,50,8,13,8
4278,8556,7,50,7,14,8
4279,8558,6,49,6,12,6
4280,8560,6,49,6,10,10
4281,8562,5,49,5,9,10
4282,8564,4,47,4,9,7
4283,8566,4,47,4,11,7
4284,8568,4,49,7,13,10
4285,8570,4,51,7,12,9
4286,8572,4,50,7,10,8
4287,8574,3,50,6,8,8
4288,8576,3,49,6,7,7
4289,8578,3,49,6,6,6
4290,8580,3,49,5,5,7
4291,8582,3,48,5,5,7
4292,8584,3,48,4,4,7
4293,8586,4,49,7,6,9
4294,8588,4,54,6,6,8
4295,8590,4,53,5,6,7
4296,8592,4,52,6,6,6
4297,8594,4,50,5,5,7
4298,8596,3,50,5,6,7
4299,8598,3,50,4,6,9
4300,8600,3,49,4,7,9
4301,8602,3,49,4,7,8
4302,8604,4,50,7,9,10
4303,8606,4,50,7,9,13
4304,8608,3,52,6,9,11
4305,8610,3,53,6,9,11
4306,8612,3,51,6,22,10
4307,8614,3,50,6,19,8
4308,8616,3,50,6,16,8
4309,8618,7,48,6,13,7
4310,8620,6,48,5,11,6
4311,8622,6,49,7,12,8
4312,8624,6,48,6,24,7
4313,8626,5,49,15,21,7
4314,8628,5,49,13,18,6
4315,8630,5,49,11,14,5
4316,8632,4,49,11,12,18
4317,8634,4,49,8,11,15
4318,8636,4,49,8,9,13
4319,8638,4,48,6,8,11
4320,8640,4,49,8,10,13
4321,8642,4,48,7,9,11
4322,8644,4,48,7,7,9
4323,8646,5,47,6,5,8
4324,8648,5,49,5,5,7
4325,8650,4,49,5,6,6
4326,8652,4,49,4,6,6
4327,8654,4,48,4,19,6
4328,8656,4,48,10,17,5
4329,8658,5,49,11,17,8
4330,8660,4,57,10,15,8
4331,8662,4,63,10,12,7
4332,8664,4,59,22,11,7
4333,8666,4,58,18,9,7
4334,8668,4,56,17,9,6
4335,8670,3,54,13,7,6
4336,8672,4,52,10,8,6
4337,8674,4,51,9,8,5
4338,8676,5,51,11,10,9
4339,8678,4,50,10,9,16
4340,8680,4,54,8,8,14
4341,8682,4,53,11,8,13
4342,8684,4,54,10,7,12
4343,8686,4,52,10,6,10
4344,8688,4,51,9,6,10
4345,8690,3,51,9,5,8
4346,8692,4,50,9,5,7
4347,8694,5,51,11,8,9
4348,8696,4,50,10,6,12
4349,8698,4,49,9,5,11
4350,8700,4,49,9,6,10
4351,8702,4,49,13,5,9
4352,8704,3,48,11,5,8
4353,8706,3,48,9,5,7
4354,8708,3,47,9,5,7
4355,8710,3,47,8,5,7
4356,8712,4,48,15,14,10
4357,8714,3,48,13,14,9
4358,8716,3,49,12,13,9
4359,8718,3,48,10,12,8
4360,8720,4,47,11,10,8
4361,8722,3,47,10,10,8
4362,8724,3,49,9,9,7
4363,8726,3,49,9,14,6
4364,8728,3,49,8,13,5
4365,8730,4,50,10,15,7
4366,8732,5,50,9,13,7
4367,8734,4,49,8,11,7
4368,8736,4,49,8,9,7
4369,8738,4,49,7,8,6
4370,8740,4,48,6,8,6
4371,8742,3,48,5,8,7
4372,8744,3,48,5,7,7
4373,8746,3,47,5,7,7
4374,8748,4,50,8,9,10
4375,8750,3,54,7,8,10
4376,8752,3,52,7,8,9
4377,8754,3,51,6,6,8
4378,8756,3,50,6,6,21
4379,8758,3,49,8,8,18
4380,8760,3,48,8,7,16
4381,8762,3,48,15,6,14
4382,8764,3,47,13,6,12
4383,8766,4,49,14,8,12
4384,8768,4,49,26,7,10
4385,8770,3,48,22,7,8
4386,8772,8,48,19,6,8
4387,8774,7,47,17,5,7
4388,8776,7,47,22,6,7
4389,8778,6,50,19,6,7
4390,8780,6,50,16,6,6
4391,8782,6,49,14,6,5
4392,8784,6,51,28,8,8
4393,8786,6,50,24,8,8
4394,8788,5,49,21,7,7
4395,8790,5,52,17,5,8
4396,8792,4,51,16,12,7
4397,8794,4,50,13,11,7
4398,8796,4,50,25,11,9
4399,8798,4,49,21,10,8
4400,8800,4,48,18,10,7
4401,8802,4,50,18,11,11
4402,8804,4,49,16,10,10
4403,8806,4,48,14,10,9
4404,8808,4,48,13,8,8
4405,8810,3,51,12,8,8
4406,8812,4,50,21,7,8
4407,8814,3,49,17,6,7
4408,8816,3,49,16,7,6
4409,8818,3,48,13,6,6
4410,8820,4,50,14,9,9
4411,8822,4,50,12,8,7
4412,8824,7,50,10,7,6
4413,8826,6,49,8,7,6
4414,8828,8,49,7,7,4
4415,8830,8,49,7,7,5
4416,8832,7,48,7,7,5
4417,8834,6,49,6,7,5
4418,8836,5,49,6,7,5
4419,8838,6,50,8,10,8
4420,8840,5,50,8,10,7
4421,8842,5,50,8,9,7
4422,8844,4,50,6,9,7
4423,8846,4,49,5,8,7
4424,8848,4,49,5,8,8
4425,8850,4,49,5,10,8
4426,8852,3,48,5,24,7
4427,8854,4,50,5,21,6
4428,8856,4,51,7,20,9
4429,8858,8,49,8,18,9
4430,8860,7,49,8,16,7
4431,8862,5,49,6,14,6
4432,8864,5,48,5,11,6
4433,8866,4,48,5,11,6
4434,8868,9,48,5,9,5
4435,8870,8,48,4,7,4
4436,8872,7,47,4,7,4
4437,8874,7,49,7,9,6
4438,8876,6,49,6,9,7
4439,8878,5,49,5,8,5
4440,8880,9,48,5,7,5
4441,8882,8,49,5,7,5
4442,8884,6,48,5,7,3
4443,8886,6,48,5,6,4
4444,8888,5,48,5,6,4
4445,8890,4,48,5,6,9
4446,8892,5,55,8,13,10
4447,8894,5,53,13,10,9
4448,8896,5,52,12,21,9
4449,8898,4,52,10,17,8
4450,8900,4,50,9,15,7
4451,8902,4,51,9,14,7
4452,8904,5,50,9,12,5
4453,8906,5,50,8,9,5
4454,8908,5,50,8,9,5
4455,8910,5,58,10,16,7
